Variable,Value
x#1#1#16#4#3#4,0.0
x#1#1#16#4#3#5,0.0
x#1#1#17#3#1#1,0.0
x#1#1#17#3#1#2,0.0
x#1#1#17#3#1#3,0.0
x#1#1#17#3#2#1,0.0
x#1#1#17#3#2#2,0.0
x#1#1#17#3#3#1,0.0
x#1#1#17#3#3#2,0.0
x#1#1#17#3#3#3,0.0
x#1#1#17#3#3#4,0.0
x#1#1#17#3#3#5,0.0
x#1#1#17#4#1#1,0.0
x#1#1#17#4#1#2,0.0
x#1#1#17#4#1#3,0.0
x#1#1#17#4#2#1,0.0
x#1#1#17#4#2#2,0.0
x#1#1#17#4#3#1,0.0
x#1#1#17#4#3#2,0.0
x#1#1#17#4#3#3,0.0
x#1#1#17#4#3#4,0.0
x#1#1#17#4#3#5,0.0
x#1#1#18#3#1#1,0.0
x#1#1#18#3#1#2,0.0
x#1#1#18#3#1#3,0.0
x#1#1#18#3#2#1,0.0
x#1#1#18#3#2#2,0.0
x#1#1#18#3#3#1,0.0
x#1#1#18#3#3#2,0.0
x#1#1#18#3#3#3,0.0
x#1#1#18#3#3#4,0.0
x#1#1#18#3#3#5,0.0
x#1#1#18#4#1#1,0.0
x#1#1#18#4#1#2,0.0
x#1#1#18#4#1#3,0.0
x#1#1#18#4#2#1,0.0
x#1#1#18#4#2#2,0.0
x#1#1#18#4#3#1,0.0
x#1#1#18#4#3#2,0.0
x#1#1#18#4#3#3,0.0
x#1#1#18#4#3#4,0.0
x#1#1#18#4#3#5,0.0
x#1#1#19#3#1#1,0.0
x#1#1#19#3#1#2,0.0
x#1#1#19#3#1#3,0.0
x#1#1#19#3#2#1,0.0
x#1#1#19#3#2#2,0.0
x#1#1#19#3#3#1,0.0
x#1#1#19#3#3#2,0.0
x#1#1#19#3#3#3,0.0
x#1#1#19#3#3#4,0.0
x#1#1#19#3#3#5,0.0
x#1#1#19#4#1#1,0.0
x#1#1#19#4#1#2,0.0
x#1#1#19#4#1#3,0.0
x#1#1#19#4#2#1,0.0
x#1#1#19#4#2#2,0.0
x#1#1#19#4#3#1,0.0
x#1#1#19#4#3#2,0.0
x#1#1#19#4#3#3,0.0
x#1#1#19#4#3#4,0.0
x#1#1#19#4#3#5,0.0
x#1#1#20#3#1#1,0.0
x#1#1#20#3#1#2,0.0
x#1#1#20#3#1#3,0.0
x#1#1#20#3#2#1,0.0
x#1#1#20#3#2#2,0.0
x#1#1#20#3#3#1,0.0
x#1#1#20#3#3#2,0.0
x#1#1#20#3#3#3,0.0
x#1#1#20#3#3#4,0.0
x#1#1#20#3#3#5,0.0
x#1#1#20#4#1#1,0.0
x#1#1#20#4#1#2,0.0
x#1#1#20#4#1#3,0.0
x#1#1#20#4#2#1,0.0
x#1#1#20#4#2#2,0.0
x#1#1#20#4#3#1,0.0
x#1#1#20#4#3#2,0.0
x#1#1#20#4#3#3,0.0
x#1#1#20#4#3#4,0.0
x#1#1#20#4#3#5,0.0
x#1#1#21#3#1#1,0.0
x#1#1#21#3#1#2,0.0
x#1#1#21#3#1#3,0.0
x#1#1#21#3#2#1,0.0
x#1#1#21#3#2#2,0.0
x#1#1#21#3#3#1,0.0
x#1#1#21#3#3#2,0.0
x#1#1#21#3#3#3,0.0
x#1#1#21#3#3#4,0.0
x#1#1#21#3#3#5,0.0
x#1#1#21#4#1#1,0.0
x#1#1#21#4#1#2,0.0
x#1#1#21#4#1#3,0.0
x#1#1#21#4#2#1,0.0
x#1#1#21#4#2#2,0.0
x#1#1#21#4#3#1,0.0
x#1#1#21#4#3#2,0.0
x#1#1#21#4#3#3,0.0
x#1#1#21#4#3#4,0.0
x#1#1#21#4#3#5,0.0
x#1#1#22#3#1#1,0.0
x#1#1#22#3#1#2,0.0
x#1#1#22#3#1#3,0.0
x#1#1#22#3#2#1,0.0
x#1#1#22#3#2#2,0.0
x#1#1#22#3#3#1,0.0
x#1#1#22#3#3#2,0.0
x#1#1#22#3#3#3,0.0
x#1#1#22#3#3#4,0.0
x#1#1#22#3#3#5,0.0
x#1#1#22#4#1#1,0.0
x#1#1#22#4#1#2,0.0
x#1#1#22#4#1#3,0.0
x#1#1#22#4#2#1,0.0
x#1#1#22#4#2#2,0.0
x#1#1#22#4#3#1,0.0
x#1#1#22#4#3#2,0.0
x#1#1#22#4#3#3,0.0
x#1#1#22#4#3#4,0.0
x#1#1#22#4#3#5,0.0
x#1#1#23#3#1#1,0.0
x#1#1#23#3#1#2,0.0
x#1#1#23#3#1#3,0.0
x#1#1#23#3#2#1,0.0
x#1#1#23#3#2#2,0.0
x#1#1#23#3#3#1,0.0
x#1#1#23#3#3#2,0.0
x#1#1#23#3#3#3,0.0
x#1#1#23#3#3#4,0.0
x#1#1#23#3#3#5,0.0
x#1#1#23#4#1#1,0.0
x#1#1#23#4#1#2,0.0
x#1#1#23#4#1#3,0.0
x#1#1#23#4#2#1,0.0
