Variável,Valor
x#2#5#14#5#1#2,0.0
x#2#5#14#5#2#2,0.0
x#2#5#14#5#2#1,0.0
x#2#5#14#5#1#3,0.0
Q#2#5#14,0.0
I#2#5#14,0.0
x#2#5#15#5#2#2,0.0
x#2#5#15#5#2#1,0.0
x#2#5#15#5#1#3,0.0
x#2#5#15#5#1#2,0.0
x#2#5#15#5#1#1,0.0
Q#2#5#15,-0.0
I#2#5#15,0.0
x#2#5#16#5#1#1,16.000000000000004
x#2#5#16#5#1#2,0.0
x#2#5#16#5#1#3,0.0
x#2#5#16#5#2#1,0.0
x#2#5#16#5#2#2,0.0
Q#2#5#16,16.000000000000004
I#2#5#16,0.0
x#2#5#17#5#1#1,0.0
x#2#5#17#5#1#2,0.0
x#2#5#17#5#1#3,0.0
x#2#5#17#5#2#1,0.0
x#2#5#17#5#2#2,9.830400000000001
Q#2#5#17,11.033599999999996
I#2#5#17,1.2031999999999954
x#2#5#18#5#1#1,0.0
x#2#5#18#5#2#2,0.0
x#2#5#18#5#2#1,0.0
x#2#5#18#5#1#3,17.2032
x#2#5#18#5#1#2,0.0
Q#2#5#18,16.000000000000004
I#2#5#18,0.0
x#2#5#19#5#1#1,0.0
x#2#5#19#5#1#2,0.0
x#2#5#19#5#1#3,0.0
x#2#5#19#5#2#1,0.0
x#2#5#19#5#2#2,9.830400000000001
Q#2#5#19,11.033599999999996
I#2#5#19,1.2031999999999954
x#2#5#20#5#1#1,0.0
x#2#5#20#5#1#2,0.0
x#2#5#20#5#1#3,17.2032
x#2#5#20#5#2#1,0.0
x#2#5#20#5#2#2,0.0
Q#2#5#20,16.000000000000004
I#2#5#20,0.0
x#2#5#21#5#2#2,0.0
x#2#5#21#5#2#1,0.0
x#2#5#21#5#1#3,0.0
x#2#5#21#5#1#2,0.0
x#2#5#21#5#1#1,0.0
Q#2#5#21,0.0
I#2#5#21,0.0
x#2#5#22#5#2#2,0.0
x#2#5#22#5#2#1,0.0
x#2#5#22#5#1#3,0.0
x#2#5#22#5#1#2,0.0
x#2#5#22#5#1#1,0.0
Q#2#5#22,0.0
I#2#5#22,0.0
x#2#5#23#5#1#1,0.0
x#2#5#23#5#1#2,0.0
x#2#5#23#5#1#3,0.0
x#2#5#23#5#2#1,0.0
x#2#5#23#5#2#2,0.0
Q#2#5#23,0.0
I#2#5#23,0.0
x#2#5#24#5#2#2,0.0
x#2#5#24#5#2#1,0.0
x#2#5#24#5#1#3,0.0
x#2#5#24#5#1#2,0.0
x#2#5#24#5#1#1,0.0
Q#2#5#24,0.0
I#2#5#24,0.0
x#2#5#25#5#1#1,0.0
x#2#5#25#5#2#2,0.0
x#2#5#25#5#2#1,0.0
x#2#5#25#5#1#3,0.0
x#2#5#25#5#1#2,0.0
Q#2#5#25,0.0
I#2#5#25,0.0
x#2#5#26#5#1#1,0.0
x#2#5#26#5#1#2,0.0
x#2#5#26#5#1#3,0.0
x#2#5#26#5#2#1,0.0
x#2#5#26#5#2#2,0.0
Q#2#5#26,0.0
I#2#5#26,0.0
x#2#5#27#5#2#2,0.0
x#2#5#27#5#2#1,0.0
x#2#5#27#5#1#3,0.0
x#2#5#27#5#1#2,0.0
x#2#5#27#5#1#1,0.0
Q#2#5#27,0.0
I#2#5#27,0.0
x#2#5#28#5#1#1,0.0
x#2#5#28#5#1#2,0.0
x#2#5#28#5#1#3,0.0
x#2#5#28#5#2#1,0.0
x#2#5#28#5#2#2,0.0
Q#2#5#28,0.0
I#2#5#28,0.0
x#2#5#29#5#1#1,0.0
x#2#5#29#5#1#2,0.0
x#2#5#29#5#1#3,0.0
x#2#5#29#5#2#1,0.0
x#2#5#29#5#2#2,0.0
Q#2#5#29,0.0
I#2#5#29,0.0
x#2#5#30#5#1#1,0.0
x#2#5#30#5#1#2,0.0
x#2#5#30#5#1#3,0.0
x#2#5#30#5#2#1,0.0
x#2#5#30#5#2#2,0.0
Q#2#5#30,0.0
I#2#5#30,0.0
yd#3#1#2#1,21.42
x#3#1#1#5#1#1,0.0
x#3#1#1#5#1#2,0.0
x#3#1#1#5#1#3,0.0
x#3#1#1#5#2#1,0.0
x#3#1#1#5#2#2,0.0
x#3#1#1#1#1#1,0.0
x#3#1#1#1#1#2,0.0
x#3#1#1#1#1#3,0.0
x#3#1#1#1#2#1,0.0
x#3#1#1#1#2#2,0.0
x2#1#1#1#3#3#5,0.0
x2#1#1#1#3#3#4,0.0
x2#1#1#1#3#3#3,0.0
x2#1#1#1#3#3#2,0.0
x2#1#1#1#3#3#1,0.0
x2#1#1#1#3#2#2,0.0
x2#1#1#1#3#2#1,0.0
x2#1#1#1#3#1#3,0.0
x2#1#1#1#3#1#2,0.0
x2#1#1#1#3#1#1,0.0
Q#3#1#1,0.0
I#3#1#0,80.0
I#3#1#1,58.58
yd#3#1#2#2,21.42
x#3#1#2#1#2#2,0.0
x#3#1#2#1#2#1,0.0
x#3#1#2#1#1#3,0.0
x#3#1#2#1#1#2,0.0
x#3#1#2#1#1#1,0.0
x#3#1#2#5#2#2,0.0
x#3#1#2#5#2#1,0.0
x#3#1#2#5#1#3,0.0
x#3#1#2#5#1#2,0.0
x#3#1#2#5#1#1,0.0
x2#1#1#2#3#3#5,0.0
x2#1#1#2#3#3#4,0.0
x2#1#1#2#3#3#3,0.0
x2#1#1#2#3#3#2,0.0
x2#1#1#2#3#3#1,0.0
x2#1#1#2#3#2#2,12.096
x2#1#1#2#3#2#1,0.0
x2#1#1#2#3#1#3,0.0
x2#1#1#2#3#1#2,0.0
x2#1#1#2#3#1#1,0.0
Q#3#1#2,0.0
I#3#1#2,49.256
yd#3#1#2#3,21.42
x#3#1#3#1#2#2,0.0
x#3#1#3#1#2#1,0.0
x#3#1#3#1#1#3,0.0
x#3#1#3#1#1#2,0.0
x#3#1#3#1#1#1,0.0
x#3#1#3#5#2#2,0.0
x#3#1#3#5#2#1,0.0
x#3#1#3#5#1#3,0.0
x#3#1#3#5#1#2,0.0
x#3#1#3#5#1#1,0.0
x2#1#1#3#3#3#5,0.0
x2#1#1#3#3#3#4,0.0
x2#1#1#3#3#3#3,0.0
x2#1#1#3#3#3#2,0.0
x2#1#1#3#3#3#1,0.0
x2#1#1#3#3#2#2,0.0
x2#1#1#3#3#2#1,0.0
x2#1#1#3#3#1#3,0.0
x2#1#1#3#3#1#2,0.0
x2#1#1#3#3#1#1,0.0
Q#3#1#3,0.0
I#3#1#3,27.836
yd#3#1#2#4,21.42
x#3#1#4#5#1#1,6.415999999999997
x#3#1#4#1#2#2,0.0
x#3#1#4#1#2#1,0.0
x#3#1#4#1#1#3,0.0
x#3#1#4#1#1#2,0.0
x#3#1#4#1#1#1,0.0
x#3#1#4#5#2#2,0.0
x#3#1#4#5#2#1,0.0
x#3#1#4#5#1#3,0.0
x#3#1#4#5#1#2,0.0
x2#1#1#4#3#3#5,0.0
x2#1#1#4#3#3#4,0.0
x2#1#1#4#3#3#3,0.0
x2#1#1#4#3#3#2,0.0
x2#1#1#4#3#3#1,0.0
x2#1#1#4#3#2#2,0.0
x2#1#1#4#3#2#1,0.0
x2#1#1#4#3#1#3,0.0
x2#1#1#4#3#1#2,0.0
x2#1#1#4#3#1#1,0.0
Q#3#1#4,0.0
I#3#1#4,0.0
yd#3#1#2#5,0.0
x#3#1#5#5#1#1,0.0
x#3#1#5#5#1#2,0.0
x#3#1#5#5#1#3,0.0
x#3#1#5#5#2#1,0.0
x#3#1#5#5#2#2,0.0
x#3#1#5#1#1#1,0.0
x#3#1#5#1#1#2,0.0
x#3#1#5#1#1#3,0.0
x#3#1#5#1#2#1,0.0
x#3#1#5#1#2#2,0.0
x2#1#1#5#3#3#5,0.0
x2#1#1#5#3#3#4,0.0
x2#1#1#5#3#3#3,0.0
x2#1#1#5#3#3#2,0.0
x2#1#1#5#3#3#1,0.0
x2#1#1#5#3#2#2,0.0
x2#1#1#5#3#2#1,0.0
x2#1#1#5#3#1#3,0.0
x2#1#1#5#3#1#2,0.0
x2#1#1#5#3#1#1,0.0
Q#3#1#5,0.0
I#3#1#5,0.0
yd#3#1#2#6,0.0
x#3#1#6#1#2#2,0.0
x#3#1#6#1#2#1,0.0
x#3#1#6#1#1#3,0.0
x#3#1#6#1#1#2,0.0
x#3#1#6#1#1#1,0.0
x#3#1#6#5#2#2,0.0
x#3#1#6#5#2#1,0.0
x#3#1#6#5#1#3,0.0
x#3#1#6#5#1#2,0.0
x#3#1#6#5#1#1,0.0
x2#1#1#6#3#3#5,0.0
x2#1#1#6#3#3#4,0.0
x2#1#1#6#3#3#3,0.0
x2#1#1#6#3#3#2,0.0
x2#1#1#6#3#3#1,0.0
x2#1#1#6#3#2#2,0.0
x2#1#1#6#3#2#1,0.0
x2#1#1#6#3#1#3,0.0
x2#1#1#6#3#1#2,0.0
x2#1#1#6#3#1#1,0.0
Q#3#1#6,0.0
I#3#1#6,0.0
yd#3#1#2#7,0.0
x#3#1#7#1#2#2,0.0
x#3#1#7#1#2#1,0.0
x#3#1#7#5#1#1,0.0
x#3#1#7#5#1#2,0.0
x#3#1#7#1#1#3,0.0
x#3#1#7#1#1#2,0.0
x#3#1#7#1#1#1,0.0
x#3#1#7#5#2#2,0.0
x#3#1#7#5#2#1,0.0
x#3#1#7#5#1#3,0.0
x2#1#1#7#3#3#5,0.0
x2#1#1#7#3#3#4,0.0
x2#1#1#7#3#3#3,0.0
x2#1#1#7#3#3#2,0.0
x2#1#1#7#3#3#1,0.0
x2#1#1#7#3#2#2,0.0
x2#1#1#7#3#2#1,0.0
x2#1#1#7#3#1#3,0.0
x2#1#1#7#3#1#2,0.0
x2#1#1#7#3#1#1,0.0
Q#3#1#7,0.0
I#3#1#7,0.0
yd#3#1#2#8,0.0
x#3#1#8#5#1#1,0.0
x#3#1#8#5#1#2,0.0
x#3#1#8#5#1#3,0.0
x#3#1#8#5#2#1,0.0
x#3#1#8#5#2#2,0.0
x#3#1#8#1#1#1,0.0
x#3#1#8#1#1#2,0.0
x#3#1#8#1#1#3,0.0
x#3#1#8#1#2#1,0.0
x#3#1#8#1#2#2,0.0
x2#1#1#8#3#3#5,0.0
x2#1#1#8#3#3#4,0.0
x2#1#1#8#3#3#3,0.0
x2#1#1#8#3#3#2,0.0
x2#1#1#8#3#3#1,0.0
x2#1#1#8#3#2#2,0.0
x2#1#1#8#3#2#1,0.0
x2#1#1#8#3#1#3,0.0
x2#1#1#8#3#1#2,0.0
x2#1#1#8#3#1#1,0.0
Q#3#1#8,0.0
I#3#1#8,0.0
yd#3#1#2#9,0.0
x#3#1#9#5#1#1,0.0
x#3#1#9#5#1#2,0.0
x#3#1#9#5#1#3,0.0
x#3#1#9#5#2#1,0.0
x#3#1#9#5#2#2,0.0
x#3#1#9#1#1#1,0.0
x#3#1#9#1#1#2,0.0
x#3#1#9#1#1#3,0.0
x#3#1#9#1#2#1,0.0
x#3#1#9#1#2#2,0.0
x2#1#1#9#3#3#5,0.0
x2#1#1#9#3#3#4,0.0
x2#1#1#9#3#3#3,0.0
x2#1#1#9#3#3#2,0.0
x2#1#1#9#3#3#1,0.0
x2#1#1#9#3#2#2,0.0
x2#1#1#9#3#2#1,0.0
x2#1#1#9#3#1#3,0.0
x2#1#1#9#3#1#2,0.0
x2#1#1#9#3#1#1,0.0
Q#3#1#9,0.0
I#3#1#9,0.0
yd#3#1#2#10,0.0
x#3#1#10#1#2#2,0.0
x#3#1#10#1#2#1,0.0
x#3#1#10#1#1#3,0.0
x#3#1#10#1#1#2,0.0
x#3#1#10#1#1#1,0.0
x#3#1#10#5#2#2,0.0
x#3#1#10#5#2#1,0.0
x#3#1#10#5#1#3,0.0
x#3#1#10#5#1#2,0.0
x#3#1#10#5#1#1,0.0
x2#1#1#10#3#3#5,0.0
x2#1#1#10#3#3#4,0.0
x2#1#1#10#3#3#3,0.0
x2#1#1#10#3#3#2,0.0
x2#1#1#10#3#3#1,0.0
x2#1#1#10#3#2#2,0.0
x2#1#1#10#3#2#1,0.0
x2#1#1#10#3#1#3,0.0
x2#1#1#10#3#1#2,0.0
x2#1#1#10#3#1#1,0.0
Q#3#1#10,0.0
I#3#1#10,0.0
yd#3#1#2#11,0.0
x#3#1#11#5#1#1,0.0
x#3#1#11#5#1#2,0.0
x#3#1#11#5#1#3,0.0
x#3#1#11#5#2#1,0.0
x#3#1#11#5#2#2,0.0
x#3#1#11#1#1#1,0.0
x#3#1#11#1#1#2,0.0
x#3#1#11#1#1#3,0.0
x#3#1#11#1#2#1,0.0
x#3#1#11#1#2#2,0.0
x2#1#1#11#3#3#5,0.0
x2#1#1#11#3#3#4,0.0
x2#1#1#11#3#3#3,0.0
x2#1#1#11#3#3#2,0.0
x2#1#1#11#3#3#1,0.0
x2#1#1#11#3#2#2,0.0
x2#1#1#11#3#2#1,0.0
x2#1#1#11#3#1#3,0.0
x2#1#1#11#3#1#2,0.0
x2#1#1#11#3#1#1,0.0
Q#3#1#11,0.0
I#3#1#11,0.0
yd#3#1#2#12,0.0
x#3#1#12#5#2#1,0.0
x#3#1#12#5#1#3,0.0
x#3#1#12#5#1#2,0.0
x#3#1#12#5#1#1,0.0
x#3#1#12#5#2#2,0.0
x#3#1#12#1#1#1,0.0
x#3#1#12#1#1#2,0.0
x#3#1#12#1#1#3,0.0
x#3#1#12#1#2#1,0.0
x#3#1#12#1#2#2,0.0
x2#1#1#12#3#3#5,0.0
x2#1#1#12#3#3#4,0.0
x2#1#1#12#3#3#3,0.0
x2#1#1#12#3#3#2,0.0
x2#1#1#12#3#3#1,0.0
x2#1#1#12#3#2#2,0.0
x2#1#1#12#3#2#1,0.0
x2#1#1#12#3#1#3,0.0
x2#1#1#12#3#1#2,0.0
x2#1#1#12#3#1#1,0.0
Q#3#1#12,0.0
I#3#1#12,0.0
yd#3#1#2#13,0.0
x#3#1#13#5#1#1,0.0
x#3#1#13#5#1#2,0.0
x#3#1#13#5#1#3,0.0
x#3#1#13#5#2#1,0.0
x#3#1#13#5#2#2,0.0
x#3#1#13#1#1#1,0.0
x#3#1#13#1#1#2,0.0
x#3#1#13#1#1#3,0.0
x#3#1#13#1#2#1,0.0
x#3#1#13#1#2#2,0.0
x2#1#1#13#3#3#5,0.0
x2#1#1#13#3#3#4,0.0
x2#1#1#13#3#3#3,0.0
x2#1#1#13#3#3#2,0.0
x2#1#1#13#3#3#1,0.0
x2#1#1#13#3#2#2,0.0
x2#1#1#13#3#2#1,0.0
x2#1#1#13#3#1#3,0.0
x2#1#1#13#3#1#2,0.0
x2#1#1#13#3#1#1,0.0
Q#3#1#13,0.0
I#3#1#13,0.0
yd#3#1#2#14,0.0
x#3#1#14#5#1#1,0.0
x#3#1#14#5#1#2,0.0
x#3#1#14#5#1#3,0.0
x#3#1#14#5#2#1,0.0
x#3#1#14#5#2#2,0.0
x#3#1#14#1#1#1,0.0
x#3#1#14#1#1#2,0.0
x#3#1#14#1#1#3,0.0
x#3#1#14#1#2#1,0.0
x#3#1#14#1#2#2,0.0
x2#1#1#14#3#3#5,0.0
x2#1#1#14#3#3#4,0.0
x2#1#1#14#3#3#3,0.0
x2#1#1#14#3#3#2,0.0
x2#1#1#14#3#3#1,0.0
x2#1#1#14#3#2#2,0.0
x2#1#1#14#3#2#1,0.0
x2#1#1#14#3#1#3,0.0
x2#1#1#14#3#1#2,0.0
x2#1#1#14#3#1#1,0.0
Q#3#1#14,0.0
I#3#1#14,0.0
yd#3#1#2#15,0.0
x#3#1#15#5#1#1,0.0
x#3#1#15#5#1#2,0.0
x#3#1#15#5#1#3,0.0
x#3#1#15#5#2#1,0.0
x#3#1#15#5#2#2,0.0
x#3#1#15#1#1#1,0.0
x#3#1#15#1#1#2,0.0
x#3#1#15#1#1#3,0.0
x#3#1#15#1#2#1,0.0
x#3#1#15#1#2#2,0.0
x2#1#1#15#3#3#5,0.0
x2#1#1#15#3#3#4,0.0
x2#1#1#15#3#3#3,0.0
x2#1#1#15#3#3#2,0.0
x2#1#1#15#3#3#1,0.0
x2#1#1#15#3#2#2,0.0
x2#1#1#15#3#2#1,0.0
x2#1#1#15#3#1#3,0.0
x2#1#1#15#3#1#2,0.0
x2#1#1#15#3#1#1,0.0
Q#3#1#15,0.0
I#3#1#15,0.0
yd#3#1#2#16,0.0
x#3#1#16#1#2#2,0.0
x#3#1#16#1#2#1,0.0
x#3#1#16#1#1#3,0.0
x#3#1#16#1#1#2,0.0
x#3#1#16#1#1#1,0.0
x#3#1#16#5#2#2,0.0
x#3#1#16#5#2#1,0.0
x#3#1#16#5#1#3,0.0
x#3#1#16#5#1#2,0.0
x#3#1#16#5#1#1,0.0
x2#1#1#16#3#3#5,0.0
x2#1#1#16#3#3#4,0.0
x2#1#1#16#3#3#3,0.0
x2#1#1#16#3#3#2,0.0
x2#1#1#16#3#3#1,0.0
x2#1#1#16#3#2#2,0.0
x2#1#1#16#3#2#1,0.0
x2#1#1#16#3#1#3,0.0
x2#1#1#16#3#1#2,0.0
x2#1#1#16#3#1#1,0.0
Q#3#1#16,0.0
I#3#1#16,0.0
yd#3#1#2#17,0.0
x#3#1#17#5#1#1,0.0
x#3#1#17#5#1#2,0.0
x#3#1#17#5#1#3,0.0
x#3#1#17#5#2#1,0.0
x#3#1#17#5#2#2,0.0
x#3#1#17#1#1#1,0.0
x#3#1#17#1#1#2,0.0
x#3#1#17#1#1#3,0.0
x#3#1#17#1#2#1,0.0
x#3#1#17#1#2#2,0.0
x2#1#1#17#3#3#5,0.0
x2#1#1#17#3#3#4,0.0
x2#1#1#17#3#3#3,0.0
x2#1#1#17#3#3#2,0.0
x2#1#1#17#3#3#1,0.0
x2#1#1#17#3#2#2,0.0
x2#1#1#17#3#2#1,0.0
x2#1#1#17#3#1#3,0.0
x2#1#1#17#3#1#2,0.0
x2#1#1#17#3#1#1,0.0
Q#3#1#17,0.0
I#3#1#17,0.0
yd#3#1#2#18,0.0
x#3#1#18#5#1#1,0.0
x#3#1#18#5#1#2,0.0
x#3#1#18#5#1#3,0.0
x#3#1#18#5#2#1,0.0
x#3#1#18#5#2#2,0.0
x#3#1#18#1#1#1,0.0
x#3#1#18#1#1#2,0.0
x#3#1#18#1#1#3,0.0
x#3#1#18#1#2#1,0.0
x#3#1#18#1#2#2,0.0
x2#1#1#18#3#3#5,0.0
x2#1#1#18#3#3#4,0.0
x2#1#1#18#3#3#3,0.0
x2#1#1#18#3#3#2,0.0
x2#1#1#18#3#3#1,0.0
x2#1#1#18#3#2#2,0.0
x2#1#1#18#3#2#1,0.0
x2#1#1#18#3#1#3,0.0
x2#1#1#18#3#1#2,0.0
x2#1#1#18#3#1#1,0.0
Q#3#1#18,0.0
I#3#1#18,0.0
yd#3#1#2#19,0.0
x#3#1#19#1#2#2,0.0
x#3#1#19#1#2#1,0.0
x#3#1#19#1#1#3,0.0
x#3#1#19#1#1#2,0.0
x#3#1#19#1#1#1,0.0
x#3#1#19#5#2#2,0.0
x#3#1#19#5#2#1,0.0
x#3#1#19#5#1#3,0.0
x#3#1#19#5#1#2,0.0
x#3#1#19#5#1#1,0.0
x2#1#1#19#3#3#5,0.0
x2#1#1#19#3#3#4,0.0
x2#1#1#19#3#3#3,0.0
x2#1#1#19#3#3#2,0.0
x2#1#1#19#3#3#1,0.0
x2#1#1#19#3#2#2,0.0
x2#1#1#19#3#2#1,0.0
x2#1#1#19#3#1#3,0.0
x2#1#1#19#3#1#2,0.0
x2#1#1#19#3#1#1,0.0
Q#3#1#19,0.0
I#3#1#19,0.0
yd#3#1#2#20,0.0
x#3#1#20#5#1#1,0.0
x#3#1#20#5#1#2,0.0
x#3#1#20#5#1#3,0.0
x#3#1#20#5#2#1,0.0
x#3#1#20#5#2#2,0.0
x#3#1#20#1#1#1,0.0
x#3#1#20#1#1#2,0.0
x#3#1#20#1#1#3,0.0
x#3#1#20#1#2#1,0.0
x#3#1#20#1#2#2,0.0
x2#1#1#20#3#3#5,0.0
x2#1#1#20#3#3#4,0.0
x2#1#1#20#3#3#3,0.0
x2#1#1#20#3#3#2,0.0
x2#1#1#20#3#3#1,0.0
x2#1#1#20#3#2#2,0.0
x2#1#1#20#3#2#1,0.0
x2#1#1#20#3#1#3,0.0
x2#1#1#20#3#1#2,0.0
x2#1#1#20#3#1#1,0.0
Q#3#1#20,0.0
I#3#1#20,0.0
yd#3#1#2#21,0.0
x#3#1#21#1#2#2,0.0
x#3#1#21#1#2#1,0.0
x#3#1#21#1#1#3,0.0
x#3#1#21#1#1#2,0.0
x#3#1#21#1#1#1,0.0
x#3#1#21#5#2#2,0.0
x#3#1#21#5#2#1,0.0
x#3#1#21#5#1#3,0.0
x#3#1#21#5#1#2,0.0
x#3#1#21#5#1#1,0.0
x2#1#1#21#3#3#5,0.0
x2#1#1#21#3#3#4,0.0
x2#1#1#21#3#3#3,0.0
x2#1#1#21#3#3#2,0.0
x2#1#1#21#3#3#1,0.0
x2#1#1#21#3#2#2,0.0
x2#1#1#21#3#2#1,0.0
x2#1#1#21#3#1#3,0.0
x2#1#1#21#3#1#2,0.0
x2#1#1#21#3#1#1,0.0
Q#3#1#21,0.0
I#3#1#21,0.0
yd#3#1#2#22,0.0
x#3#1#22#1#2#2,0.0
x#3#1#22#1#2#1,0.0
x#3#1#22#1#1#3,0.0
x#3#1#22#1#1#2,0.0
x#3#1#22#1#1#1,0.0
x#3#1#22#5#2#2,0.0
x#3#1#22#5#2#1,12.096
x#3#1#22#5#1#3,21.168
x#3#1#22#5#1#2,21.168
x#3#1#22#5#1#1,21.168
x2#1#1#22#3#3#5,0.0
x2#1#1#22#3#3#4,0.0
x2#1#1#22#3#3#3,0.0
x2#1#1#22#3#3#2,0.0
x2#1#1#22#3#3#1,0.0
x2#1#1#22#3#2#2,0.0
x2#1#1#22#3#2#1,0.0
x2#1#1#22#3#1#3,0.0
x2#1#1#22#3#1#2,0.0
x2#1#1#22#3#1#1,0.0
Q#3#1#22,75.6
I#3#1#22,0.0
yd#3#1#2#23,0.0
x#3#1#23#1#2#2,0.0
x#3#1#23#1#2#1,0.0
x#3#1#23#1#1#3,0.0
x#3#1#23#1#1#2,0.0
x#3#1#23#1#1#1,0.0
x#3#1#23#5#2#2,12.096
x#3#1#23#5#2#1,0.0
x#3#1#23#5#1#3,0.0
x#3#1#23#5#1#2,0.0
x#3#1#23#5#1#1,0.0
x2#1#1#23#3#3#5,0.0
x2#1#1#23#3#3#4,0.0
x2#1#1#23#3#3#3,0.0
x2#1#1#23#3#3#2,0.0
x2#1#1#23#3#3#1,0.0
x2#1#1#23#3#2#2,0.0
x2#1#1#23#3#2#1,0.0
x2#1#1#23#3#1#3,0.0
x2#1#1#23#3#1#2,0.0
x2#1#1#23#3#1#1,0.0
Q#3#1#23,80.00000000000001
I#3#1#23,67.90400000000001
yd#3#1#2#24,0.0
x#3#1#24#5#1#1,21.168
x#3#1#24#5#1#2,21.168
x#3#1#24#5#1#3,21.168
x#3#1#24#5#2#1,12.096
x#3#1#24#5#2#2,0.0
x#3#1#24#1#1#1,0.0
x#3#1#24#1#1#2,0.0
x#3#1#24#1#1#3,0.0
x#3#1#24#1#2#1,0.0
x#3#1#24#1#2#2,0.0
x2#1#1#24#3#3#5,0.0
x2#1#1#24#3#3#4,0.0
x2#1#1#24#3#3#3,0.0
x2#1#1#24#3#3#2,0.0
x2#1#1#24#3#3#1,0.0
x2#1#1#24#3#2#2,0.0
x2#1#1#24#3#2#1,0.0
x2#1#1#24#3#1#3,0.0
x2#1#1#24#3#1#2,0.0
x2#1#1#24#3#1#1,0.0
Q#3#1#24,7.695999999999984
I#3#1#24,0.0
yd#3#1#2#25,0.0
x#3#1#25#1#2#2,0.0
x#3#1#25#1#2#1,0.0
x#3#1#25#1#1#3,0.0
x#3#1#25#1#1#2,0.0
x#3#1#25#1#1#1,0.0
x#3#1#25#5#2#2,0.0
x#3#1#25#5#2#1,0.0
x#3#1#25#5#1#3,0.0
x#3#1#25#5#1#2,0.0
x#3#1#25#5#1#1,0.0
x2#1#1#25#3#3#5,0.0
x2#1#1#25#3#3#4,0.0
x2#1#1#25#3#3#3,0.0
x2#1#1#25#3#3#2,0.0
x2#1#1#25#3#3#1,0.0
x2#1#1#25#3#2#2,0.0
x2#1#1#25#3#2#1,0.0
x2#1#1#25#3#1#3,0.0
x2#1#1#25#3#1#2,0.0
x2#1#1#25#3#1#1,0.0
Q#3#1#25,-0.0
I#3#1#25,0.0
yd#3#1#2#26,0.0
x#3#1#26#5#1#1,0.0
x#3#1#26#5#1#2,0.0
x#3#1#26#5#1#3,0.0
x#3#1#26#5#2#1,0.0
x#3#1#26#5#2#2,0.0
x#3#1#26#1#1#1,0.0
x#3#1#26#1#1#2,0.0
x#3#1#26#1#1#3,0.0
x#3#1#26#1#2#1,0.0
x#3#1#26#1#2#2,0.0
x2#1#1#26#3#3#5,0.0
x2#1#1#26#3#3#4,0.0
x2#1#1#26#3#3#3,0.0
x2#1#1#26#3#3#2,0.0
x2#1#1#26#3#3#1,0.0
x2#1#1#26#3#2#2,0.0
x2#1#1#26#3#2#1,0.0
x2#1#1#26#3#1#3,0.0
x2#1#1#26#3#1#2,0.0
x2#1#1#26#3#1#1,0.0
Q#3#1#26,0.0
I#3#1#26,0.0
yd#3#1#2#27,0.0
x#3#1#27#1#2#2,0.0
x#3#1#27#1#2#1,0.0
x#3#1#27#1#1#3,0.0
x#3#1#27#1#1#2,0.0
x#3#1#27#1#1#1,0.0
x#3#1#27#5#2#2,0.0
x#3#1#27#5#2#1,0.0
x#3#1#27#5#1#3,0.0
x#3#1#27#5#1#2,0.0
x#3#1#27#5#1#1,0.0
x2#1#1#27#3#3#5,0.0
x2#1#1#27#3#3#4,0.0
x2#1#1#27#3#3#3,0.0
x2#1#1#27#3#3#2,0.0
x2#1#1#27#3#3#1,0.0
x2#1#1#27#3#2#2,0.0
x2#1#1#27#3#2#1,0.0
x2#1#1#27#3#1#3,0.0
x2#1#1#27#3#1#2,0.0
x2#1#1#27#3#1#1,0.0
Q#3#1#27,0.0
I#3#1#27,0.0
yd#3#1#2#28,0.0
x#3#1#28#5#1#1,0.0
x#3#1#28#5#1#2,0.0
x#3#1#28#5#1#3,0.0
x#3#1#28#5#2#1,0.0
x#3#1#28#5#2#2,0.0
x#3#1#28#1#1#1,0.0
x#3#1#28#1#1#2,0.0
x#3#1#28#1#1#3,0.0
x#3#1#28#1#2#1,0.0
x#3#1#28#1#2#2,0.0
x2#1#1#28#3#3#5,0.0
x2#1#1#28#3#3#4,0.0
x2#1#1#28#3#3#3,0.0
x2#1#1#28#3#3#2,0.0
x2#1#1#28#3#3#1,0.0
x2#1#1#28#3#2#2,0.0
x2#1#1#28#3#2#1,0.0
x2#1#1#28#3#1#3,0.0
x2#1#1#28#3#1#2,0.0
x2#1#1#28#3#1#1,0.0
Q#3#1#28,0.0
I#3#1#28,0.0
yd#3#1#2#29,0.0
x#3#1#29#5#1#1,0.0
x#3#1#29#5#1#2,0.0
x#3#1#29#5#1#3,0.0
x#3#1#29#5#2#1,0.0
x#3#1#29#5#2#2,0.0
x#3#1#29#1#1#1,0.0
x#3#1#29#1#1#2,0.0
x#3#1#29#1#1#3,0.0
x#3#1#29#1#2#1,0.0
x#3#1#29#1#2#2,0.0
x2#1#1#29#3#3#5,0.0
x2#1#1#29#3#3#4,0.0
x2#1#1#29#3#3#3,0.0
x2#1#1#29#3#3#2,0.0
x2#1#1#29#3#3#1,0.0
x2#1#1#29#3#2#2,0.0
x2#1#1#29#3#2#1,0.0
x2#1#1#29#3#1#3,0.0
x2#1#1#29#3#1#2,0.0
x2#1#1#29#3#1#1,0.0
Q#3#1#29,0.0
I#3#1#29,0.0
yd#3#1#2#30,0.0
x#3#1#30#5#1#1,0.0
x#3#1#30#5#1#2,0.0
x#3#1#30#5#1#3,0.0
x#3#1#30#5#2#1,0.0
